,State,city,Zipcode,latitude,longitude,counts
20480,ID,Cambridge,83610,44.5726487,-116.6747672,1
20481,NM,Caballo,87931,32.910744,-107.313336,1
20482,CA,Adelanto,92301,34.573073,-117.406424,1
20483,AZ,Show Low,85901,34.233549,-110.025359,1
20484,WA,MOUNT VERNON,98273,48.3989941,-122.3334128,1
20485,WA,Bow,98232,48.559758,-122.347134,1
20486,CA,Nipton,92364,35.435299,-115.70199,2
20488,CO,Minturn,81645,39.585539,-106.429476,2
20490,NM,Santa Teresa,88008,31.837494,-106.61481,1
20491,MT,Polson,59860,47.682564,-114.122491,1
20492,NM,Clovis,88101,34.396045,-103.167255,2
20494,AZ,Ajo,85321,32.392154,-112.873419,2
20496,CA,Copperopolis,95228,37.972905,-120.653248,1
20497,CA,Loomis,95650,38.817439,-121.189512,2
20499,CA,Pala,92059,33.363188,-117.084713,1
20500,AZ,White Hills,86445,35.715178,-114.483832,1
20501,NM,Clayton,88415,36.449504,-103.181864,1
20502,CA,Midway City,92655,33.743132,-117.992418,3
20505,CA,Los Alamitos,90720,33.798082,-118.071172,1
20506,CA,Sand City,93955,36.621969,-121.844173,1
20507,WA,Gold Bar,98251,47.854953,-121.696212,1
20508,WA,Lynden,98264,48.942575,-122.455243,1
20509,CO,Keenesburg,80643,40.11157,-104.52173,1
20510,CO,Monument,80132,39.092313,-104.852613,2
20512,CA,Bell,90201,33.977725,-118.188762,1
20513,CA,American Canyon,94503,38.184195,-122.255879,2
20515,CA,Hacienda Heights,91745,33.980196,-117.9738891,3
20518,AZ,Fountain Hills,85268,33.603766,-111.720948,2
20520,CA,North Highland,95660,38.649671,-121.384879,1
20521,CO,Fort Morgan,80701,40.261444,-103.771111,1
20522,CO,Flagler,80815,39.287311,-103.061362,1
20523,AZ,Queen Creek,85142,33.254471,-111.635664,1
20524,CO,South Fork,81154,37.669381,-106.642404,1
20525,OR,Hines,97738,43.572694,-119.074556,1
20526,OR,Toledo,97391,44.625424,-123.939249,3
20529,WA,Bingen,98605,45.714228,-121.461813,1
20530,CO,Granby,80446,40.085826,-105.946228,2
20532,WA,Richalnd,99352,46.26024,-119.309695,1
20533,CO,Nucla,81424,38.261451,-108.547371,1
20534,MT,Babb,59411,48.7582703,-113.4357597,1
20535,NV,Carlin,89822,40.718483,-116.106909,1
20536,WA,Chehalis,98532,46.6798738,-122.9771577,1
20537,CA,San Ysidro,92173,32.544659,-117.043331,1
20538,WA,Woodland,98674,45.92845,-122.76205,1
20539,CA,Pinole,94564,38.00011,-122.28698,1
20540,CA,Canyon Country,91351,34.415008,-118.471113,1
20541,CA,Orland,95963,39.7500793,-122.2026507,1
20542,WA,Quil Ceda Village,98271,48.09264,-122.1897,1
20543,CA,Salida,95368,37.710035,-121.078458,1
20544,CA,Dutch Flat,95714,39.187141,-120.832537,1
20545,CA,Emigrant Gap,95715,39.292158,-120.678454,1
20546,CA,Twin Bridges,95735,38.796189,-120.147,1
20547,CA,Winchester,92596,33.591935,-117.12139,1
20548,CO,Copper Mountain,80443,39.502382,-106.15758,1
20549,WA,Garfield,99130,47.009182,-117.144518,1
20550,CA,Central San Jose,95112,37.319994,-121.869993,1
20551,OR,Milwaukee,97222,45.431715,-122.582386,1
20552,CA,La Puente,91746,34.0407,-117.998,1
20553,WA,AUBURN,98002,47.3207,-122.219776,1
20554,OR,La Pine,97733,43.3545356,-121.8332948,1
20555,AZ,El Mirage,85335,33.56418,-112.33618,2
20557,CA,Bay Point,94565,38.021149,-121.942255,1
20558,OR,Elmira,97437,44.0741454,-123.352921,1
20559,CO,Wellington,80549,40.703674,-104.999549,3
