Zipcode,Number of Stations,Population,Household Income,Total Commute Time,Average Commute Time,Total Vehicles,Average Vehicles per Household,latitude,longitude
80002,10,188770,637450,102420,12.27174694,91000,10.90342679,397.9373543,-1050.669962
80003,1,36480,66114,18621,1.302076778,17085,1.194671701,39.8135152,-105.0813798
80004,1,36595,78586,17563,1.181659154,16005,1.076835094,39.8129275,-105.1290502
80005,1,28737,107300,14106,1.273334537,12790,1.154540531,39.841234,-105.083642
80007,1,13783,147421,6587,1.358424417,5995,1.236337389,39.812211,-105.17503
80011,16,834752,823376,386816,23.10314758,332400,19.85307293,635.8312052,-1677.192645
80012,7,368116,395066,178255,9.509976526,143955,7.680057618,277.956411,-733.817607
80013,9,666945,720495,349317,13.98274758,309780,12.40012809,357.1034259,-943.3862515
80014,11,432663,642246,219582,12.20238955,192060,10.67296471,436.6925973,-1153.461031
80015,2,138974,205222,70056,3.089025089,64060,2.824639534,79.2253184,-209.5682026
80016,5,284205,619100,135275,7.044472218,125275,6.523720252,198.031141,-523.697344
80018,2,26794,211086,12124,2.958516349,11110,2.711078575,79.436819,-209.450587
80019,2,5542,175344,2864,3.008403361,2600,2.731092437,79.619365,-209.37792
80020,17,858347,1605463,450721,22.80168968,394995,19.98254667,678.5010329,-1786.228481
80021,17,579649,1289943,332605,22.2166188,293675,19.6162581,678.2766995,-1787.104855
80022,3,155589,211671,69855,4.682284335,61320,4.110195053,119.645722,-314.421528
80023,6,135954,782724,56166,6.71440526,50880,6.082486551,239.5352578,-630.0919287
80026,20,614280,1702600,297180,23.53714557,255000,20.19642009,799.5228627,-2101.993271
80027,31,1054930,3406745,502324,38.77452721,430900,33.26128908,1238.796188,-3259.884028
80030,4,63444,211796,29532,4.904833084,25740,4.275037369,159.294098,-420.112693
80031,13,464633,1069523,235209,17.49936761,205530,15.29127297,518.098576,-1365.687653
80033,3,77265,166578,35964,3.0733208,30555,2.611092121,119.2987179,-315.2708487
80045,5,4505,206250,2380,4.219858156,1725,3.058510638,198.7315048,-524.1843284
80103,1,2949,76536,1223,1.219341974,1110,1.10667996,39.70367564,-104.2243286
80104,3,94566,307500,46974,4.227321814,42900,3.860691145,118.1480188,-314.5826852
80109,3,70995,376251,31818,4.061008296,29550,3.771537971,118.138751,-314.624249
80110,3,68268,178404,37098,3.924053311,31485,3.330336366,118.964201,-314.9726805
80111,17,565352,1878483,263432,20.57258883,231625,18.08863725,673.3072951,-1783.219674
80112,23,784116,2182125,377108,27.22604866,341205,24.63396145,910.3502057,-2412.005734
80113,2,46672,136182,21920,2.073009268,18430,1.742954416,79.394253,-209.732557
80120,1,31891,71272,15923,1.142580367,13175,0.945393226,39.618728,-105.012776
80121,2,38434,203000,17180,2.343792633,15500,2.114597544,79.214994,-209.975649
80122,1,33117,103078,15789,1.248438365,14230,1.125168024,39.569423,-104.98777
80123,7,334747,581518,163135,8.25790939,147140,7.448240952,277.36196,-735.657295
80124,11,234003,1218294,119812,13.9901915,107800,12.5875759,435.4623522,-1154.044094
80125,1,10548,132905,5064,1.317035111,4660,1.211963589,39.533879,-105.071462
80126,3,130068,386982,59589,3.871426715,54345,3.530730249,118.608278,-314.846603
80127,4,181216,454616,84972,5.038662239,77240,4.580170778,158.7825087,-420.4811798
80129,11,344322,1301498,166507,14.02400404,147785,12.44714899,435.1077083,-1155.020354
80130,2,57984,251918,27500,2.754958926,24980,2.502504508,79.10361,-209.824715
80132,2,42572,258018,17936,2.487656033,16380,2.27184466,78.15872,-209.705826
80134,1,69163,115031,32918,1.339654892,30250,1.231076021,39.526012,-104.76978
80138,2,67142,243432,32184,2.747716213,29460,2.515154102,79.096534,-209.541866
80202,73,1115951,6598032,713648,73.05230832,369015,37.77408128,2902.008714,-7664.923879
80203,9,192528,502182,136809,9.192917619,81045,5.445840613,357.560522,-944.6993265
80204,41,1395230,2067589,639395,47.34856339,444645,32.92691055,1629.551772,-4305.045566
80205,15,525810,1085070,277395,18.22928304,191925,12.61253861,596.7632788,-1574.785373
80206,7,175462,540155,103950,7.682359027,78225,5.781169167,278.1526219,-734.8169305
80207,1,26706,83209,12996,1.228587635,10745,1.015787483,39.770677,-104.898558
80209,6,152202,551304,84504,6.188955617,69240,5.071041453,238.4866751,-629.885033
80210,4,148348,380900,75920,4.927950149,60520,3.928339608,158.727786,-419.865279
80211,4,142508,339092,78440,4.648020858,60740,3.599194122,159.0461291,-420.0464344
80212,3,58656,243279,31653,3.506869045,26775,2.966430312,119.301788,-315.159572
80214,3,80133,151554,43203,3.570790974,33090,2.734936772,119.23711,-315.178406
80215,5,97435,372085,45565,5.483152828,37925,4.56377858,198.608103,-525.578561
80216,22,300564,1333002,144100,33.23339483,115390,26.61208487,875.300155,-2308.775738
80218,3,58155,202917,36234,3.148318707,25200,2.189590755,119.2188455,-314.9181802
80219,1,70638,51082,30412,1.388612392,26870,1.226884617,39.70727,-105.025342
80220,2,72966,165284,37800,2.368272665,30040,1.882087588,79.479447,-209.834621
80221,1,42103,63318,20941,1.510458742,17940,1.293998846,39.813303,-105.034155
80222,4,93148,258780,50824,4.679064629,39440,3.631007181,158.718702,-419.760583
80223,3,59916,164391,30897,3.83337469,23265,2.886476427,119.1334217,-314.9866848
80224,2,37882,130552,17520,2.170734729,14570,1.805228596,79.3521529,-209.8177086
80226,10,335970,637720,169400,12.33525086,146350,10.65681206,397.4296754,-1051.163436
80227,1,34878,70977,18151,1.213464367,16485,1.10208584,39.657547,-105.054179
80228,6,204666,498522,107136,7.443101292,95160,6.611087953,238.2627294,-630.8062514
80229,2,111064,120700,55632,3.055863774,47840,2.627849492,79.745483,-209.969697
80230,4,38180,364284,18520,4.376181474,15960,3.771266541,158.8691501,-419.5961428
80231,2,73722,117964,39332,2.325548395,33940,2.006740377,79.357222,-209.803692
80233,3,149625,227316,77880,4.63020214,70020,4.162901308,119.7123924,-314.9029016
80234,6,168798,447888,85926,8.178754997,75390,7.175899486,239.3977296,-630.0110332
80235,2,17608,133126,9598,2.564938536,8770,2.343666489,79.29255346,-210.1583843
80236,6,115380,403188,50532,7.747930083,43050,6.600735971,236.482083,-629.787894
80237,15,328350,1139190,186090,17.20665742,159900,14.7850208,594.5351742,-1573.601599
80238,3,64896,425358,28380,3.711744703,24975,3.266413811,119.2839612,-314.6387695
80239,6,286974,361116,126642,10.13054956,106800,8.543316535,238.6318111,-628.9247111
80241,7,235466,633906,115612,10.04448306,105910,9.201563858,279.541871,-734.724864
80246,9,120897,512586,80757,10.81373862,62325,8.345607927,357.306333,-944.442724
80249,11,357907,844415,172711,16.76317577,151965,14.7495875,438.0845891,-1152.121184
80260,1,34837,50832,16271,1.374588156,13855,1.170482386,39.849458,-105.006791
80301,65,1662765,5299255,873080,75.8013544,676000,58.69074492,2602.037038,-6839.701583
80302,46,1341084,2425074,650486,54.40665775,347990,29.10588826,1840.297393,-4842.347983
80303,29,727349,1810238,352234,31.68426734,228955,20.59503463,1160.388268,-3051.628817
80304,14,369040,1387848,166698,15.04902049,119280,10.76825855,560.6493983,-1473.740953
80305,15,256890,1380525,126180,18.04375804,82350,11.77606178,599.803169,-1578.849622
80401,41,1749265,3686064,783715,47.05301393,671580,40.32060519,1629.621581,-4312.859203
80403,7,143493,798231,65506,8.026712413,59885,7.337948781,278.6068694,-736.648643
80420,1,802,44833,425,1.27245509,355,1.062874251,39.270164,-106.046842
80422,2,9488,155468,5240,2.472864559,4890,2.307692308,79.598296,-210.99175
80424,16,162704,1511040,95120,27.45165945,74960,21.63347763,631.727032,-1696.801493
80433,1,8706,109866,4046,1.116754071,3780,1.043334253,39.544101,-105.289966
80439,2,49918,227950,20516,2.033501834,18260,1.809891962,79.286612,-210.6576179
80440,2,5074,138552,2398,2.521556257,2190,2.302839117,78.443098,-211.994396
80442,3,6687,162285,3336,4.691983122,2190,3.080168776,119.839064,-317.382381
80443,12,53796,850284,29688,15.99568966,25620,13.80387931,474.915237,-1273.198753
80446,2,8514,136544,3918,2.350329934,3410,2.045590882,80.171773,-211.892943
80447,1,2328,74809,1035,1.086044071,855,0.897166842,40.249878,-105.817095
80452,3,9474,175017,4692,3.142665774,3930,2.632283992,119.222718,-316.557058
80459,2,5602,108388,2576,2.540433925,2240,2.209072978,80.119492,-212.782923
80461,3,22734,150915,11511,3.506244289,9705,2.956137679,117.7265263,-318.9082569
80465,3,48576,323556,24648,4.014332248,22395,3.647394137,118.981393,-315.59328
80466,4,14228,306580,5068,3.305936073,3760,2.45270711,159.857828,-422.058288
80470,2,7062,193094,2984,2.076548365,2900,2.01809325,78.99429862,-210.7634652
80477,4,312,-2666666664,220,5.11627907,0,0,161.859154,-427.282829
80478,1,1329,82375,637,1.11558669,520,0.910683012,39.968647,-105.784503
80482,2,1662,175588,804,1.819004525,540,1.221719457,79.842908,-211.572625
80483,2,1438,141250,558,2.205533597,450,1.778656126,80.30041166,-213.8170513
80487,9,161739,753579,81720,12.0887574,64710,9.572485207,364.2897384,-961.4628347
80498,3,23997,233880,13326,4.656184486,12660,4.423480084,118.894429,-318.220747
80501,31,1304387,1883281,627719,37.11678098,539865,31.92200804,1244.922901,-3258.318881
80503,5,177265,486780,79430,5.805862145,70975,5.187851765,200.5460907,-525.9076085
80504,7,388353,668136,181916,9.339083115,165830,8.513270702,281.270739,-735.168884
80513,2,25848,186588,11684,2.426079734,10780,2.238372093,80.62516704,-210.1798694
80516,13,367302,1542658,162344,16.83891712,144560,14.9942952,520.552413,-1365.612236
80517,13,135876,849732,56394,10.87637416,48620,9.37704918,524.927294,-1371.750394
80521,14,514206,678244,266784,20.06649116,188930,14.21060549,568.0947884,-1471.262977
80524,17,620449,1075641,288099,19.45169131,242675,16.38478158,689.9584945,-1786.198525
80525,14,789950,1026046,385630,17.0474338,332220,14.68635339,567.503977,-1470.923332
80526,9,416439,605601,215919,11.58053097,179910,9.64923572,364.9034065,-945.8161204
80528,10,226410,1039380,99010,12.52815387,91300,11.55257497,405.171734,-1050.050035
80530,2,9436,159838,5302,3.167264038,4760,2.84348865,80.200305,-209.888647
80534,1,17118,101863,8733,1.432813782,7835,1.285479902,40.4014981,-104.9828429
80537,12,522996,865440,256740,14.00654664,232980,12.71031097,484.725659,-1261.024689
80538,14,689612,972370,305256,15.48736682,279860,14.19888382,565.9647555,-1470.138267
80540,2,9152,203138,3484,1.973937677,3040,1.722379603,80.450001,-210.537789
80547,1,2574,145264,1125,1.436781609,995,1.270753512,40.520916,-104.975957
80549,3,36405,271368,18216,4.22939401,16230,3.768284189,122.111036,-314.998783
80550,4,122076,387628,56032,5.178558226,52160,4.820702403,161.909544,-419.58086
80601,10,407660,756750,186590,14.58190059,169100,13.21506721,399.6147298,-1048.285657
80602,1,36262,116500,17201,1.479274166,15870,1.364809082,39.9392776,-104.9220132
80603,2,27870,174980,13656,3.066696609,12710,2.854255558,80.03847,-209.52245
80621,2,25524,135626,11810,2.759345794,10570,2.469626168,80.1106779,-209.6185655
80631,1,55872,44097,22645,1.300763973,18940,1.087943018,40.404976,-104.69503
80634,8,477616,587200,227840,10.06716154,209040,9.236479321,323.1792418,-838.227599
80643,1,3947,86567,1728,1.385725742,1570,1.259021652,40.11157,-104.52173
80644,1,3121,76103,1397,1.349758454,1315,1.270531401,40.3853,-104.56373
80701,1,15858,57234,7336,1.24360061,6290,1.066282421,40.261444,-103.771111
80723,1,7180,46897,3098,1.056977141,2675,0.912657796,40.2709,-103.622
80751,1,18318,53077,8668,1.270222743,7485,1.096864009,40.474281,-104.891558
80813,4,5644,166716,2376,3.268225585,1760,2.42090784,154.991192,-420.713577
80815,1,784,55000,324,0.89010989,270,0.741758242,39.287311,-103.061362
80828,1,3605,48219,708,0.897338403,630,0.798479087,39.269,-103.7086
80829,2,12276,140264,5450,1.976069616,4660,1.689630167,77.723238,-209.807169
80836,1,1157,48558,437,1,370,0.846681922,39.2972,-102.606857
80863,3,39102,232260,17964,3.473317865,16110,3.114849188,116.980231,-315.169308
80903,9,146232,402201,71424,10.06680761,52560,7.408033827,349.486081,-943.387373
80904,2,40336,106846,18324,1.801947094,16360,1.608811093,77.719922,-209.727752
80906,5,188040,343505,77385,5.075091815,70975,4.654708814,193.916091,-524.004438
80907,2,58494,101932,28274,2.203054387,24150,1.88172043,77.776081,-209.680123
80909,2,76764,90942,34448,2.126813607,29270,1.807124776,77.6763402,-209.5580302
80910,1,31445,39775,13355,1.109864539,11445,0.95113438,38.81711,-104.76008
80915,1,21548,60674,10904,1.323622238,9790,1.188395242,38.829751,-104.708224
80916,3,123054,152598,54744,3.901368301,47895,3.413269669,116.437625,-314.236151
80918,7,342755,475972,163023,8.706168224,147280,7.865420561,272.388977,-733.597441
80919,2,56078,190640,25356,2.249467708,23650,2.098119233,77.834352,-209.686263
80920,5,200080,481420,91785,6.631864162,84875,6.132586705,194.726233,-523.845667
80921,2,48174,248170,20296,2.372413793,18630,2.177673875,78.045236,-209.653092
80922,1,29417,87375,14785,1.472609562,13760,1.370517928,38.880674,-104.717103
80923,3,90849,268776,44742,4.203494927,41760,3.923337091,116.813812,-314.171366
80924,1,10138,128969,4317,1.354565422,3965,1.244116724,38.961559,-104.731849
80925,1,12342,85790,5327,1.476032142,5155,1.428373511,38.953666,-104.794699
81001,1,30169,38750,12081,1.013932018,10630,0.892152749,38.433209,-104.285983
81003,8,118376,259440,39136,6.792086081,33160,5.754946199,306.193648,-836.928863
81004,4,106324,143252,39120,3.588990826,34360,3.152293578,152.9161407,-418.5309526
81007,5,159245,357765,69585,6.081010225,64000,5.592938915,191.655037,-523.572091
81008,6,69792,328836,30312,6.675181678,28680,6.315789474,229.939013,-627.770591
81025,2,1482,95000,422,1.455172414,390,1.344827586,76.870082,-208.569129
81050,4,37240,161228,14580,3.446808511,12320,2.912529551,152.029023,-414.264478
81082,4,45476,166972,17496,3.190371991,14520,2.647702407,148.624351,-418.015036
81089,1,4467,33167,1346,0.621996303,1135,0.524491682,37.633724,-104.78546
81101,2,30306,74260,12228,2.108639421,10590,1.826176927,74.937507,-211.732445
81122,1,8798,73258,4072,1.146073741,3760,1.058260625,37.225763,-107.604212
81130,1,769,62969,372,1.050847458,260,0.734463277,37.846947,-106.92504
81132,2,6506,72500,2446,1.731068648,2200,1.556970984,75.355788,-212.710413
81137,1,5891,51484,2485,1.137820513,2240,1.025641026,37.116608,-107.632614
81144,1,7047,39322,2764,0.967109867,2465,0.862491253,37.597348,-106.207027
81146,1,791,60667,277,1.025925926,255,0.944444444,37.706026,-105.870654
81147,6,75522,312666,30378,5.482403898,26340,4.753654575,224.217019,-641.411462
81154,1,1022,54922,251,0.526205451,190,0.398322851,37.669381,-106.642404
81201,9,85887,520938,34083,8.193028846,27315,6.566105769,346.781049,-953.932277
81210,2,620,-1333333332,248,1.298429319,0,0,77.276198,-213.360451
81211,4,33124,211252,11004,3.50781001,9980,3.181383487,155.372111,-424.493325
81212,1,30986,49200,8700,0.762957117,7905,0.693238621,38.442404,-105.255778
81224,5,16035,423440,8230,6.584,4825,3.86,194.293041,-534.826121
81225,2,2904,182272,1754,3.373076923,800,1.538461538,77.801638,-213.934784
81226,1,9295,48125,2170,0.856353591,1995,0.787292818,38.355732,-105.096746
81227,1,0,-666666666,0,0,-666666666,#NAME?,38.512438,-106.331989
81230,4,40164,206584,23112,5.577220077,16080,3.88030888,154.0804158,-427.9805376
81235,2,1590,113036,674,1.953623188,520,1.507246377,76.05539752,-214.6373289
81236,1,1271,61288,400,0.573065903,310,0.444126074,38.7319,-106.16005
81241,1,107,-666666666,37,0.804347826,20,0.434782609,38.611297,-106.512372
81242,1,465,48750,200,0.847457627,185,0.783898305,38.5114,-106.0762
81248,1,95,56731,0,0,-666666666,-12345679,38.406272,-106.416647
81301,18,555966,1296738,268524,22.01738275,211230,17.31961299,671.011225,-1941.637948
81303,6,48942,421650,23814,7.444201313,21840,6.827133479,223.473932,-647.282737
81320,1,262,40060,94,0.846846847,95,0.855855856,37.936463,-107.817305
81321,1,14863,50658,6068,1.011501917,5535,0.922653776,37.350136,-108.57313
81323,2,9084,112500,3668,1.913406364,3240,1.690140845,75.24615371,-216.5975262
81326,1,2306,52109,971,1.160095579,870,1.039426523,37.213179,-108.074355
81328,1,4410,50208,1767,0.988255034,1600,0.894854586,37.345501,-108.288263
81330,1,65,-666666666,42,1.75,0,0,37.25880697,-108.4927699
81332,1,207,51458,109,0.981981982,85,0.765765766,37.692933,-108.030339
81401,7,157738,311052,59556,6.246040902,52150,5.469323545,269.318624,-755.106806
81413,1,5426,48057,1662,0.778454333,1425,0.667447307,38.897145,-107.925984
81416,1,14218,43774,4100,0.801407349,3555,0.694878812,38.74204,-108.071852
81424,1,1034,41827,299,0.661504425,260,0.575221239,38.261451,-108.547371
81427,1,1117,68090,516,1.013752456,420,0.825147348,38.026629,-107.670967
81428,4,12856,201192,4492,3.087285223,3680,2.529209622,155.448624,-430.414293
81432,4,11908,256304,4656,3.391114348,3960,2.884195193,152.6377624,-431.0258638
81433,1,558,52857,295,1.092592593,205,0.759259259,37.807181,-107.668496
81435,6,31512,401886,17784,7.500632644,9570,4.036271615,227.623444,-647.119585
81501,18,432036,684234,186138,18.73935367,143730,14.46994866,703.234728,-1953.916079
81505,3,31362,195543,14244,3.123684211,13245,2.904605263,117.300293,-325.8334
81506,5,61490,270775,21430,3.884357441,19625,3.557186877,195.518917,-542.682261
81522,1,123,-666666666,0,0,-666666666,-10928961.74,38.674915,-108.977768
81526,1,5439,55938,2334,1.069170866,2040,0.934493816,39.110634,-108.350857
81601,19,291175,1497504,146623,25.05091406,110295,18.84418247,751.0217855,-2039.027335
81610,2,536,71364,248,2.137931034,230,1.982758621,80.490369,-218.017998
81611,29,323466,2482052,184353,40.06802869,92365,20.0749837,1136.733372,-3098.293054
81615,5,13915,353170,10035,8.178484108,5300,4.319478403,196.05624,-534.730921
81620,23,255599,1832824,142508,41.35461405,125005,36.27539176,911.4837432,-2449.958401
81621,9,50868,740799,26001,10.4505627,22140,8.898713826,354.3754466,-963.4790372
81623,13,223249,1125345,111059,18.98119979,83070,14.19757306,512.258735,-1394.370019
81625,5,63005,289135,28315,5.559591596,23250,4.565089338,202.564908,-537.644309
81631,7,62321,711340,31745,11.99282206,29925,11.30525123,277.588887,-747.532857
81632,8,74392,619840,37824,12.15424165,32520,10.44987147,317.071332,-853.828094
81637,6,51000,479754,29760,10.62098501,27240,9.721627409,237.848276,-641.581202
81641,1,3668,50357,1382,0.984330484,1145,0.815527066,40.036935,-107.912429
81643,1,412,69405,151,0.608870968,125,0.504032258,39.0693793,-108.1507185
81645,2,2202,181042,1558,3.944303797,1500,3.797468354,79.171847,-212.859976
81647,2,14608,181218,7768,3.124698311,6580,2.646822204,79.139511,-215.054396
81650,5,69215,333225,32355,6.725213053,29075,6.043442112,197.614643,-538.855651
81652,1,4958,61154,2380,1.361556064,2120,1.212814645,39.54665,-107.65556
81657,27,157869,2256417,97821,41.06675063,75060,31.51133501,1070.302827,-2871.92633
82001,5,181070,315125,89385,5.718444117,81175,5.193205809,205.6554407,-524.1281992
82005,1,623,-666666666,574,inf,485,inf,41.144813,-104.869861
82009,1,34061,84545,15511,1.122440119,14210,1.028294377,41.1611,-104.805
82070,1,20630,52384,10607,1.235095482,8285,0.964718211,41.3251,-105.6181
82190,7,7721,444409,6629,33.145,1680,8.4,312.884971,-774.428504
82201,2,13716,113178,6552,2.091286307,5810,1.854452601,84.144839,-209.924593
82225,1,1957,39199,624,0.839838493,570,0.767160162,42.7563,-104.4527
82301,1,8964,64568,3951,1.201642336,3610,1.097931873,41.7909,-107.2103
82414,2,30424,128732,12782,1.942848457,11510,1.749506004,88.99923215,-218.502042
82501,3,58479,162360,23742,3.298874531,20670,2.872030013,129.063581,-325.142161
82513,1,1757,42917,655,0.729398664,550,0.61247216,43.534538,-109.639602
82515,1,463,59643,219,1.319277108,195,1.174698795,42.905137,-108.584025
82520,1,13444,61020,5634,1.127476486,4515,0.903542125,42.840074,-108.744943
82601,1,28121,57948,14225,1.246058164,12835,1.124299229,42.863233,-106.333769
82633,1,9858,70526,4498,1.170135276,3780,0.983350676,42.760641,-105.40843
82636,1,4080,64955,2089,1.286330049,1920,1.18226601,42.85,-106.21
82716,1,17245,75468,8685,1.267328177,7615,1.111192179,44.293,-105.5263
82801,3,76968,178725,35028,3.098452012,31680,2.802299867,134.418334,-320.849571
82834,1,7422,57304,3422,1.003519062,3115,0.913489736,44.35547,-106.690073
82901,3,87342,228441,41658,4.090534171,35505,3.486351139,124.780705,-327.710442
82930,1,14105,59446,6199,1.192803541,5570,1.071772176,41.2632,-110.9853
82941,1,5262,76329,2419,1.456351595,2255,1.357615894,42.866406,-109.865761
83001,16,279168,1318336,162112,23.65217391,128400,18.73358623,695.777558,-1772.221107
83012,2,416,-1333333332,208,2.418604651,0,0,87.306775,-221.437119
83013,1,315,-666666666,178,1.575221239,0,0,43.8415579,-110.5077922
83014,1,2931,110711,1364,1.104453441,1260,1.020242915,43.504712,-110.846953
83025,3,2709,282960,975,3.494623656,0,0,130.764139,-332.474549
83201,3,115518,151578,48804,3.493235989,42540,3.044878677,128.623272,-337.320894
83202,2,45428,113954,17546,2.278405402,15210,1.975068173,85.819167,-224.915652
83213,1,1340,34602,430,0.920770878,375,0.802997859,43.5837,-112.9655
83221,3,80850,172167,33441,3.743954322,27645,3.0950515,130.9209,-338.6182
83301,2,114680,104992,51560,2.415327681,46770,2.190940179,85.176842,-228.915217
83313,2,8052,124902,4260,2.974860335,4000,2.793296089,86.943093,-228.529766
83318,2,34028,105906,13708,2.411681914,12510,2.200914849,85.12448275,-227.5842161
83333,7,70763,373632,34300,9.634831461,30975,8.700842697,304.6707872,-800.2200786
83336,1,5526,56757,2544,1.37439222,2330,1.258779038,42.572557,-113.730447
83353,2,2590,103534,1150,2.157598499,650,1.219512195,87.380917,-228.721014
83401,10,437180,567520,186170,13.16340239,164550,11.63473096,435.1447617,-1120.303029
83402,6,148056,321498,64932,6.91280741,53970,5.745768125,260.8916883,-672.3600756
83420,1,2260,43015,894,1.105067985,770,0.951792336,44.071705,-111.448094
83422,1,3444,74688,1444,1.309156845,1145,1.038077969,43.747162,-111.111474
83467,1,6245,39648,2338,0.819201121,2065,0.7235459,45.178723,-113.898332
83501,2,69896,117222,32052,2.21659751,29010,2.006224066,92.873425,-233.814939
83530,1,5515,42981,2297,1.128192534,1840,0.903732809,45.925484,-116.128512
83605,2,93526,95678,35456,2.457443859,31040,2.151372332,87.333459,-233.374147
83610,1,880,37097,329,0.843589744,270,0.692307692,44.5726487,-116.6747672
83616,3,83946,268380,31011,2.905283867,29040,2.720629567,131.0674387,-349.1085456
83642,7,323351,500605,152208,8.823652174,141190,8.184927536,305.1733358,-814.6838018
83647,1,20860,48542,9027,1.054679285,8025,0.937609534,43.135465,-115.668522
83648,1,3009,44007,1413,1.566518847,1260,1.396895787,43.050025,-115.869937
83651,4,138192,187984,59072,4.966120219,52160,4.385035729,174.3952141,-466.3491507
83661,2,19882,95670,7590,1.965302952,6910,1.789228379,88.114086,-233.856666
83687,5,175860,262020,78430,6.607413648,70425,5.933024431,218.050844,-582.560898
83702,11,250525,692835,121957,11.09204184,97790,8.894042747,479.7685377,-1278.249087
83704,6,241404,315666,119106,7.457175056,107580,6.73553719,261.70846,-697.708933
83705,4,115876,192720,60196,5.003407863,53900,4.480093093,174.286501,-464.915967
83706,4,131616,200068,68672,4.987073348,58220,4.228031954,174.39037,-464.7433293
83709,10,583910,753410,285580,13.75294967,265400,12.78112208,436.0134264,-1162.941943
83713,2,60242,130136,25316,2.421193573,23460,2.243687835,87.251117,-232.633332
83714,1,23109,58985,10442,1.011429678,9365,0.907109647,43.622904,-116.243226
83716,1,17494,96355,8166,1.232603774,7435,1.122264151,43.384572,-115.998128
83805,2,17400,88246,6392,1.893364929,5640,1.670616114,97.342603,-232.619171
83814,8,211584,417160,95224,8.54103507,83560,7.494842587,381.339108,-934.443381
83815,1,35142,57120,15639,1.090357666,14365,1.001533849,47.7085,-116.7943
83825,1,214,65208,50,0.515463918,45,0.463917526,48.247812,-116.604339
83843,1,26986,45037,13886,1.238604942,9800,0.874141468,46.730184,-117.002174
83854,1,42643,55226,18712,1.160506078,17145,1.063321756,47.704316,-116.943967
83864,2,37046,109642,14954,2.032345746,12600,1.712421854,96.638699,-233.167974
83868,1,790,37276,308,0.857938719,280,0.77994429,47.544139,-116.1854
84003,3,150666,276078,57969,4.234714004,51855,3.788078019,121.156646,-335.308096
84010,1,46218,76116,19821,1.30135907,17650,1.158820826,37.080057,-113.578135
84015,9,597690,647019,279603,14.24583482,252675,12.87384725,369.981712,-1008.169533
84017,3,13098,257928,6651,4.963432836,6000,4.47761194,122.754162,-334.196898
84020,44,2112000,5159704,876128,63.96028617,781440,57.0477442,1782.210385,-4922.987129
84024,1,49,-666666666,31,2.818181818,0,0,39.513986,-106.050975
84025,4,95484,426140,38324,5.670908553,34120,5.048831015,163.942333,-447.616922
84028,2,1386,91666,286,1.474226804,270,1.391752577,83.892364,-222.788345
84029,4,44400,290404,16660,5.389841475,14880,4.81397606,163.035219,-452.055238
84032,1,23184,81199,10555,1.554262995,9490,1.397437785,40.509474,-111.384158
84035,1,281,47386,115,1.064814815,0,0,40.438174,-109.307043
84036,1,7439,81141,3473,1.413512414,3110,1.265771266,40.645176,-111.28028
84037,10,388230,1010380,154450,14.15673694,136700,12.52978918,410.351332,-1119.385859
84041,8,418800,565584,194400,11.72426271,172280,10.39020566,328.7023958,-895.9653012
84043,57,3675246,5426400,1363041,81.62899748,1206120,72.23140496,2304.570416,-6377.566462
84044,1,27145,63075,13379,1.693329958,12070,1.527654727,40.712805,-111.907732
84045,4,115736,413148,40288,5.746398517,36120,5.151904151,161.455163,-447.630689
84047,3,100359,179106,52203,3.941633947,44010,3.323014195,121.87127,-335.6032086
84054,3,60984,258207,31143,4.730821814,28890,4.388576637,122.552806,-335.717684
84057,12,487260,713892,225948,18.28798057,196620,15.91420478,483.6440452,-1340.50543
84058,15,612480,990600,287685,23.90800299,241200,20.04487659,604.162737,-1675.639004
84060,8,68128,892832,35128,11.6976357,26760,8.911088911,325.263135,-891.88744
84062,4,191712,308120,80864,5.916300849,71280,5.215100966,161.404054,-447.050669
84065,37,1592480,3932619,707144,59.90715012,640655,54.27439851,1497.931352,-4143.100239
84067,2,78628,139600,36418,2.831221333,32920,2.559278551,82.345603,-224.055745
84070,34,970156,2322166,487424,47.14421124,415820,40.21858981,1379.658889,-3804.472629
84074,3,156459,227610,67695,4.25433635,58350,3.667043741,121.978679,-336.847332
84078,1,30207,66044,12425,1.380095524,10680,1.186271243,40.455916,-109.52307
84084,2,76302,147394,36718,3.046378495,32980,2.736248237,81.2188593,-223.9219061
84088,6,222084,444912,110544,9.724137931,98400,8.655876144,243.571504,-671.871264
84092,5,146895,595450,62285,6.795962902,55775,6.085651937,202.907469,-558.78213
84094,6,182562,514380,89796,9.376213846,79470,8.298005639,243.486892,-671.127323
84095,8,571416,836192,253504,12.09004197,223840,10.67531477,324.427193,-895.410989
84096,35,1814820,3532760,742630,56.51674277,669200,50.92846271,1416.85462,-3919.310549
84097,2,44810,157832,18932,2.832859494,16900,2.528804429,80.585364,-223.359067
84098,9,174564,1181916,78282,11.20234688,67950,9.72381225,366.497232,-1003.840479
84101,19,87514,877895,53295,17.99898683,33345,11.26139818,774.4418902,-2125.98129
84102,6,111858,276384,72528,7.868084183,46350,5.028205685,244.595566,-671.171463
84103,14,310772,996170,184590,17.12178833,139650,12.95334385,570.847974,-1566.445678
84104,15,408135,700185,184470,23.83949341,145350,18.78392349,611.505919,-1679.502993
84105,2,44704,160748,25762,2.741221536,21170,2.252606938,81.493513,-223.752626
84106,3,105318,214455,54912,3.833566043,47910,3.344736107,122.164528,-335.585367
